timestamp,rpm,speed_kmh,lat,lon,afr,note
2026-01-18T10:48:22.426150,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:22.526118,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:22.628288,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:22.731279,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:22.831360,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:22.931444,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:23.031534,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:23.131630,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:23.232387,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:23.332411,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:23.432495,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:23.532579,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:23.632665,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:23.732751,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:23.832861,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:23.932947,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:24.033036,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:24.133120,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:24.233225,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:24.333292,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:24.433406,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:24.533499,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:24.633581,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:24.733939,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:24.834031,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:24.934174,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:25.034288,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:25.134387,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:25.234490,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:25.334582,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:25.434671,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:25.534777,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:25.634875,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:25.734978,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:25.835076,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:25.935159,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:26.035266,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:26.135350,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:26.235441,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:26.335542,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:26.435631,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:26.535729,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:26.635811,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:26.735996,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:26.836087,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:26.936231,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:27.036281,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:27.136373,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:27.236464,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:27.336549,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:27.436646,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:27.536738,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:27.636827,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:27.736912,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:27.837578,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:27.937658,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:28.037750,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:28.137840,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:28.238010,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:28.338109,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:28.438220,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:28.538369,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:28.638445,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:28.738537,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:28.838621,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:28.938710,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:29.038792,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:29.138881,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:29.239101,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:29.339236,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:29.439308,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:29.539409,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:29.639493,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:29.739615,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:29.839702,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:29.940289,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:30.040371,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:30.140507,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:30.240597,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:30.340676,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:30.440764,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:30.540855,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:30.640943,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:30.741041,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:30.841125,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:30.941225,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T10:48:31.041276,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
