timestamp,rpm,speed_kmh,lat,lon,afr,note
2026-01-18T12:39:35.005959,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:35.105956,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:35.206198,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:35.306283,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:35.409108,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:35.509265,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:35.610334,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:35.711927,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:35.812009,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:35.912099,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:36.012187,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:36.112265,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:36.212348,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:36.312442,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:36.412519,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:36.512612,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:36.614443,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:36.714549,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:36.814643,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:36.914715,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:37.014796,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:37.114876,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:37.215037,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:37.315120,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:37.415201,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:37.515284,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:37.615507,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:37.715597,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:37.815700,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:37.915793,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:38.015887,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:38.115966,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:38.216069,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:38.316155,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:38.416239,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:38.516315,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:38.616441,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:38.716519,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:38.816599,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:38.916691,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:39.016842,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:39.116917,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:39.217012,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:39.317155,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:39.417240,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:39.517340,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:39.617421,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:39.717519,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:39.817600,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:39.917759,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:40.017858,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:40.118008,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:40.218102,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:40.318193,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:40.418266,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:40.518359,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:40.618445,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:40.718527,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:40.818618,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:40.918714,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
2026-01-18T12:39:41.018792,1500.0,80.0,48.123,11.456,14.7,1:50_Mix
